,tid,country,unit,target,project_name,wiki,megawatts,status,financer,financer_type,source,source_iso,source_lat,source_lng,finance_type,era,close_year,dollars,epc,sponsor,parent,subnational,target_lat,target_lng,target_country_lat,target_country_lng
391,G100230,India,Angul Steel power station Unit 3,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,Jindal Steel & Power,Privately-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011.0,35301667.0,,Jindal Steel & Power,Jindal Group,,20.89247,84.99039,20.593684,78.96288
392,G100230,India,Angul Steel power station Unit 3,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,Larsen & Toubro,Privately-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011.0,8231667.0,,Jindal Steel & Power,Jindal Group,,20.89247,84.99039,20.593684,78.96288
393,G100230,India,Angul Steel power station Unit 3,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,SBI Capital Markets,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011.0,8231667.0,,Jindal Steel & Power,Jindal Group,,20.89247,84.99039,20.593684,78.96288
394,G100230,India,Angul Steel power station Unit 3,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,State Bank of Bikaner & Jaipur,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011.0,8231667.0,,Jindal Steel & Power,Jindal Group,,20.89247,84.99039,20.593684,78.96288
395,G100230,India,Angul Steel power station Unit 3,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,State Bank of Hyderabad,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011.0,8231667.0,,Jindal Steel & Power,Jindal Group,,20.89247,84.99039,20.593684,78.96288
396,G100230,India,Angul Steel power station Unit 3,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,State Bank of Patiala,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011.0,8231667.0,,Jindal Steel & Power,Jindal Group,,20.89247,84.99039,20.593684,78.96288
397,G100230,India,Angul Steel power station Unit 3,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,State Bank of Travancore,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011.0,8231667.0,,Jindal Steel & Power,Jindal Group,,20.89247,84.99039,20.593684,78.96288
398,G100230,India,Angul Steel power station Unit 3,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,UCO Bank,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011.0,8231667.0,,Jindal Steel & Power,Jindal Group,,20.89247,84.99039,20.593684,78.96288
399,G100231,India,Angul Steel power station Unit 4,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,HDFC Bank,Privately-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011.0,8231667.0,,Jindal Steel & Power,Jindal Group,,20.89247,84.99039,20.593684,78.96288
400,G100231,India,Angul Steel power station Unit 4,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,Jindal Steel & Power,Privately-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011.0,35301667.0,,Jindal Steel & Power,Jindal Group,,20.89247,84.99039,20.593684,78.96288
401,G100231,India,Angul Steel power station Unit 4,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,Larsen & Toubro,Privately-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011.0,8231667.0,,Jindal Steel & Power,Jindal Group,,20.89247,84.99039,20.593684,78.96288
402,G100231,India,Angul Steel power station Unit 4,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,SBI Capital Markets,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011.0,8231667.0,,Jindal Steel & Power,Jindal Group,,20.89247,84.99039,20.593684,78.96288
403,G100231,India,Angul Steel power station Unit 4,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,State Bank of Bikaner & Jaipur,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011.0,8231667.0,,Jindal Steel & Power,Jindal Group,,20.89247,84.99039,20.593684,78.96288
404,G100231,India,Angul Steel power station Unit 4,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,State Bank of Hyderabad,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011.0,8231667.0,,Jindal Steel & Power,Jindal Group,,20.89247,84.99039,20.593684,78.96288
405,G100231,India,Angul Steel power station Unit 4,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,State Bank of Patiala,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011.0,8231667.0,,Jindal Steel & Power,Jindal Group,,20.89247,84.99039,20.593684,78.96288
406,G100231,India,Angul Steel power station Unit 4,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,State Bank of Travancore,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011.0,8231667.0,,Jindal Steel & Power,Jindal Group,,20.89247,84.99039,20.593684,78.96288
407,G100231,India,Angul Steel power station Unit 4,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,UCO Bank,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011.0,8231667.0,,Jindal Steel & Power,Jindal Group,,20.89247,84.99039,20.593684,78.96288
408,G100232,India,Angul Steel power station Unit 5,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,HDFC Bank,Privately-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011.0,8231667.0,,Jindal Steel & Power,Jindal Group,,20.89247,84.99039,20.593684,78.96288
409,G100232,India,Angul Steel power station Unit 5,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,Jindal Steel & Power,Privately-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011.0,35301667.0,,Jindal Steel & Power,Jindal Group,,20.89247,84.99039,20.593684,78.96288
410,G100232,India,Angul Steel power station Unit 5,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,Larsen & Toubro,Privately-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011.0,8231667.0,,Jindal Steel & Power,Jindal Group,,20.89247,84.99039,20.593684,78.96288
411,G100232,India,Angul Steel power station Unit 5,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,SBI Capital Markets,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011.0,8231667.0,,Jindal Steel & Power,Jindal Group,,20.89247,84.99039,20.593684,78.96288
412,G100232,India,Angul Steel power station Unit 5,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,State Bank of Bikaner & Jaipur,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011.0,8231667.0,,Jindal Steel & Power,Jindal Group,,20.89247,84.99039,20.593684,78.96288
413,G100232,India,Angul Steel power station Unit 5,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,State Bank of Hyderabad,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011.0,8231667.0,,Jindal Steel & Power,Jindal Group,,20.89247,84.99039,20.593684,78.96288
414,G100232,India,Angul Steel power station Unit 5,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,State Bank of Patiala,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011.0,8231667.0,,Jindal Steel & Power,Jindal Group,,20.89247,84.99039,20.593684,78.96288
415,G100232,India,Angul Steel power station Unit 5,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,State Bank of Travancore,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011.0,8231667.0,,Jindal Steel & Power,Jindal Group,,20.89247,84.99039,20.593684,78.96288
416,G100232,India,Angul Steel power station Unit 5,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,UCO Bank,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011.0,8231667.0,,Jindal Steel & Power,Jindal Group,,20.89247,84.99039,20.593684,78.96288
417,G100233,India,Angul Steel power station Unit 6,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,HDFC Bank,Privately-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011.0,8231667.0,,Jindal Steel & Power,Jindal Group,,20.89247,84.99039,20.593684,78.96288
418,G100233,India,Angul Steel power station Unit 6,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,Jindal Steel & Power,Privately-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011.0,35301667.0,,Jindal Steel & Power,Jindal Group,,20.89247,84.99039,20.593684,78.96288
419,G100233,India,Angul Steel power station Unit 6,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,Larsen & Toubro,Privately-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011.0,8231667.0,,Jindal Steel & Power,Jindal Group,,20.89247,84.99039,20.593684,78.96288
420,G100233,India,Angul Steel power station Unit 6,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,SBI Capital Markets,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011.0,8231667.0,,Jindal Steel & Power,Jindal Group,,20.89247,84.99039,20.593684,78.96288
421,G100233,India,Angul Steel power station Unit 6,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,State Bank of Bikaner & Jaipur,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011.0,8231667.0,,Jindal Steel & Power,Jindal Group,,20.89247,84.99039,20.593684,78.96288
422,G100233,India,Angul Steel power station Unit 6,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,State Bank of Hyderabad,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011.0,8231667.0,,Jindal Steel & Power,Jindal Group,,20.89247,84.99039,20.593684,78.96288
423,G100233,India,Angul Steel power station Unit 6,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,State Bank of Patiala,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011.0,8231667.0,,Jindal Steel & Power,Jindal Group,,20.89247,84.99039,20.593684,78.96288
424,G100233,India,Angul Steel power station Unit 6,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,State Bank of Travancore,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011.0,8231667.0,,Jindal Steel & Power,Jindal Group,,20.89247,84.99039,20.593684,78.96288
425,G100233,India,Angul Steel power station Unit 6,Angul Steel power station,Angul Steel power station,https://www.gem.wiki/Angul_Steel_power_station,135,operating,UCO Bank,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2011.0,8231667.0,,Jindal Steel & Power,Jindal Group,,20.89247,84.99039,20.593684,78.96288
426,G100280,India,Anuppur Thermal Power Project Phase 1 Unit 1,Anuppur Thermal Power Project,Anuppur Thermal Power Project,https://www.gem.wiki/Anuppur_Thermal_Power_Project,600,operating,Axis Bank,Privately-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2009.0,128660506.0,,Hindustan Powerprojects Pvt Ltd,Hindustan Powerprojects,,23.073729999999998,81.78429,20.593684,78.96288
427,G100280,India,Anuppur Thermal Power Project Phase 1 Unit 1,Anuppur Thermal Power Project,Anuppur Thermal Power Project,https://www.gem.wiki/Anuppur_Thermal_Power_Project,600,operating,Hindustan Powerprojects Pvt Ltd,Privately-owned commercial institution,India,IN,20.593684,78.96288,equity,closed,2011.0,106201092.0,,Hindustan Powerprojects Pvt Ltd,Hindustan Powerprojects,,23.073729999999998,81.78429,20.593684,78.96288
428,G100280,India,Anuppur Thermal Power Project Phase 1 Unit 1,Anuppur Thermal Power Project,Anuppur Thermal Power Project,https://www.gem.wiki/Anuppur_Thermal_Power_Project,600,operating,Larsen and Toubro Infrastructure Finance Company,Privately-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2009.0,17020379.0,,Hindustan Powerprojects Pvt Ltd,Hindustan Powerprojects,,23.073729999999998,81.78429,20.593684,78.96288
429,G100280,India,Anuppur Thermal Power Project Phase 1 Unit 1,Anuppur Thermal Power Project,Anuppur Thermal Power Project,https://www.gem.wiki/Anuppur_Thermal_Power_Project,600,operating,Macquarie SBI Infrastructure Fund,Privately-owned commercial institution,Australia,AU,-25.274398,133.775136,loan,closed,2011.0,32500000.0,,Hindustan Powerprojects Pvt Ltd,Hindustan Powerprojects,,23.073729999999998,81.78429,20.593684,78.96288
430,G100280,India,Anuppur Thermal Power Project Phase 1 Unit 1,Anuppur Thermal Power Project,Anuppur Thermal Power Project,https://www.gem.wiki/Anuppur_Thermal_Power_Project,600,operating,State Bank of Bikaner & Jaipur,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2009.0,6808152.0,,Hindustan Powerprojects Pvt Ltd,Hindustan Powerprojects,,23.073729999999998,81.78429,20.593684,78.96288
431,G100280,India,Anuppur Thermal Power Project Phase 1 Unit 1,Anuppur Thermal Power Project,Anuppur Thermal Power Project,https://www.gem.wiki/Anuppur_Thermal_Power_Project,600,operating,State Bank of India,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2009.0,159293960.0,,Hindustan Powerprojects Pvt Ltd,Hindustan Powerprojects,,23.073729999999998,81.78429,20.593684,78.96288
